date,userID,currentRanking,votePerPostRanking,tier,points,totalGoldMedals,totalSilverMedals,totalBronzeMedals,votesPerPost,totalDiscussionsCount,totalTopicsCount,totalRepliesCount,totalUpvotesCount
2022-12-25,rohanrao,165,62,GRANDMASTER,400,57,57,419,4.977611940298507,670,53,617,3335
2022-12-25,devsubhash,166,367,EXPERT,399,0,0,557,0.659316427783903,907,0,907,598
2022-12-25,forcewithme,167,148,EXPERT,399,14,16,85,2.952153110047847,209,23,186,617
2022-12-25,kanuriviveknag,168,365,EXPERT,399,3,0,377,0.6644628099173554,605,4,601,402
2022-12-25,debarshichanda,169,222,EXPERT,397,19,13,238,1.9237918215613383,538,30,508,1035
2022-12-25,pourchot,170,268,EXPERT,396,13,13,325,1.3656093489148582,599,27,572,818
2022-12-25,fritzcremer,171,128,EXPERT,387,15,25,116,3.1941747572815533,206,37,169,658
2022-12-25,chumajin,172,211,EXPERT,386,14,4,155,2.002832861189802,353,13,340,707
2022-12-25,vladvdv,173,116,MASTER,384,36,27,214,3.536263736263736,455,43,412,1609
2022-12-25,iafoss,174,231,MASTER,379,29,39,482,1.8342629482071715,1255,25,1230,2302
2022-12-25,pcjimmmy,175,283,EXPERT,376,14,34,657,1.194769442532691,1453,24,1429,1736
2022-12-25,maxdiazbattan,176,276,EXPERT,374,9,8,359,1.268041237113402,582,22,560,738
2022-12-25,zaharch,177,87,MASTER,372,44,44,284,4.21780303030303,528,41,487,2227
2022-12-25,hidehisaarai1213,178,76,MASTER,368,32,39,218,4.502392344497608,418,27,391,1882
2022-12-25,evilpsycho42,179,154,EXPERT,364,11,12,86,2.7967032967032965,182,28,154,509
2022-12-25,paweljankiewicz,180,55,EXPERT,362,14,32,144,5.274368231046932,277,13,264,1461
2022-12-25,hattan0523,181,4,EXPERT,362,26,21,18,12.68421052631579,76,7,69,964
2022-12-25,dwin183287,182,357,EXPERT,359,3,2,1088,0.6965302951838426,1931,3,1928,1345
2022-12-25,davidbroberts,183,212,EXPERT,356,12,24,197,2.0026315789473683,380,56,324,761
2022-12-25,shinmurashinmura,184,24,EXPERT,354,23,8,55,7.653225806451613,124,24,100,949
2022-12-25,jaideepvalani,185,399,EXPERT,353,16,26,442,0.3819188191881918,2168,291,1877,828
2022-12-25,vencerlanz09,186,330,EXPERT,353,3,1,691,0.8249027237354085,514,36,478,424
2022-12-25,abhishek14398,187,270,EXPERT,352,3,7,246,1.329824561403509,570,86,484,758
2022-12-25,pranav941,188,387,EXPERT,350,0,1,361,0.5714285714285714,679,8,671,388
2022-12-25,sugataghosh,189,347,EXPERT,350,1,5,307,0.7549342105263158,608,15,593,459
2022-12-25,carnozhao,190,65,EXPERT,348,10,5,52,4.9491525423728815,118,12,106,584
2022-12-25,shaz13,191,161,GRANDMASTER,344,52,30,454,2.668831168831169,924,82,842,2466
2022-12-25,snaker,192,138,EXPERT,340,13,18,78,3.0483091787439616,207,26,181,631
2022-12-25,lukaszborecki,193,194,EXPERT,340,14,17,221,2.185378590078329,383,22,361,837
2022-12-25,aishwarya2210,194,314,EXPERT,340,2,3,452,0.9349030470914128,722,0,722,675
2022-12-25,fareselmenshawii,195,393,EXPERT,336,1,2,319,0.4918032786885246,915,4,911,450
2022-12-25,muhammadimran112233,196,377,EXPERT,334,0,1,534,0.6169749727965179,919,6,913,567
2022-12-25,datahobbit,197,153,MASTER,333,26,39,354,2.840390879478828,614,41,573,1744
2022-12-25,adityaecdrid,198,281,MASTER,333,31,39,913,1.2027586206896552,2175,38,2137,2616
2022-12-25,jbomitchell,199,223,EXPERT,332,10,21,269,1.915,400,19,381,766
2022-12-25,hydantess,200,104,EXPERT,330,9,7,59,3.782608695652174,115,8,107,435
2022-12-25,robga,201,158,MASTER,328,18,39,309,2.727626459143969,514,11,503,1402
2022-12-25,amedprof,202,43,EXPERT,328,18,10,105,5.796610169491525,177,25,152,1026
2022-12-25,daishu,203,77,EXPERT,327,20,13,100,4.4958677685950414,242,30,212,1088
2022-12-25,hadeux,204,290,EXPERT,327,1,2,460,1.1158238172920063,613,2,611,684
2022-12-25,xia464,205,8,EXPERT,326,25,32,52,10.926829268292684,123,13,110,1344
2022-12-25,roberthatch,206,234,EXPERT,326,7,7,134,1.763157894736842,266,11,255,469
2022-12-25,kevinmorgado,207,362,EXPERT,326,0,2,313,0.6735112936344969,487,5,482,328
2022-12-25,psilogram,208,7,EXPERT,324,35,32,93,11.780952380952382,210,15,195,2474
2022-12-25,sasakitetsuya,209,392,EXPERT,321,0,0,411,0.507182320441989,905,3,902,459
2022-12-25,vivek468,210,316,EXPERT,320,4,5,538,0.9297848244620612,883,12,871,821
2022-12-25,dragonzhang,211,383,EXPERT,318,3,15,250,0.6056511056511057,814,108,706,493
2022-12-25,blankaf,212,215,EXPERT,317,9,20,100,1.9908256880733943,218,15,203,434
2022-12-25,jarredpriester,213,344,EXPERT,316,1,5,325,0.7693798449612403,516,12,504,397
2022-12-25,lftuwujie,214,200,MASTER,315,24,26,210,2.076109936575053,473,42,431,982
2022-12-25,mpware,215,174,MASTER,315,30,32,335,2.4653902798232696,679,34,645,1674
2022-12-25,tayyarhussain,216,363,EXPERT,314,1,0,328,0.6718213058419243,582,2,580,391
2022-12-25,kaanboke,217,300,EXPERT,312,9,10,519,1.039553752535497,986,24,962,1025
2022-12-25,bowaka,218,93,EXPERT,311,20,11,144,4.117903930131004,229,41,188,943
2022-12-25,t88take,219,20,EXPERT,311,23,25,75,8.735714285714286,140,13,127,1223
2022-12-25,meli19,220,216,EXPERT,310,8,20,140,1.9896907216494848,291,11,280,579
2022-12-25,kanberburak,221,364,EXPERT,309,0,2,582,0.6697674418604651,1075,0,1075,720
2022-12-25,ulrich07,222,75,EXPERT,306,18,16,155,4.567901234567901,243,25,218,1110
2022-12-25,mrbisht,223,299,EXPERT,306,4,1,273,1.046551724137931,580,30,550,607
2022-12-25,wowfattie,224,30,EXPERT,305,20,10,114,7.083018867924529,265,26,239,1877
2022-12-25,tolgadincer,225,208,EXPERT,303,26,18,365,2.0172910662824206,694,51,643,1400
2022-12-25,mohamedbakrey,226,372,EXPERT,303,5,3,748,0.629881154499151,1178,112,1066,742
2022-12-25,venkatkumar001,227,345,EXPERT,301,3,10,332,0.7627365356622998,687,74,613,524
2022-12-25,atamazian,228,304,EXPERT,300,10,13,340,1.0077821011673151,771,82,689,777
2022-12-25,purist1024,229,99,EXPERT,300,16,11,88,4.029411764705882,170,25,145,685
2022-12-25,ehsandahesh,230,346,EXPERT,300,1,0,487,0.7561643835616438,730,0,730,552
2022-12-25,ridamahmood005,231,381,EXPERT,299,1,1,341,0.6073131955484896,629,8,621,382
2022-12-25,harbaldeepsidhu,232,373,EXPERT,295,1,2,251,0.627208480565371,566,13,553,355
2022-12-25,nvnnghia,233,89,EXPERT,294,13,15,128,4.161943319838056,247,18,229,1028
2022-12-25,nguyenthicamlai,234,338,EXPERT,293,1,0,312,0.7920277296360485,577,1,576,457
2022-12-25,akmalmir,235,287,EXPERT,292,8,8,234,1.1572327044025157,477,31,446,552
2022-12-25,leecming,236,13,EXPERT,290,28,18,100,10.070652173913045,184,16,168,1853
2022-12-25,touba7,237,359,EXPERT,290,1,1,450,0.689119170984456,772,0,772,532
2022-12-25,landfallmotto,238,356,EXPERT,289,2,0,358,0.7118055555555556,576,3,573,410
2022-12-25,coldfir3,239,70,EXPERT,288,12,8,56,4.789473684210527,152,22,130,728
2022-12-25,sergiosaharovskiy,240,242,EXPERT,287,10,4,205,1.698581560283688,282,13,269,479
2022-12-25,gaborfodor,241,96,GRANDMASTER,286,57,97,385,4.046218487394958,714,87,627,2889
2022-12-25,deepkim,242,218,EXPERT,286,11,11,146,1.9735099337748343,302,27,275,596
2022-12-25,manojgharge07,243,389,EXPERT,286,0,0,320,0.549079754601227,652,0,652,358
2022-12-25,returnofsputnik,244,221,MASTER,285,36,56,577,1.9245762711864407,1180,67,1113,2271
2022-12-25,isaienkov,245,251,EXPERT,283,15,16,181,1.5885947046843176,491,63,428,780
2022-12-25,advaypatil,246,353,EXPERT,283,0,2,346,0.7354409317803661,601,2,599,442
2022-12-25,madhurpant,247,306,EXPERT,282,0,6,260,0.9919786096256684,374,40,334,371
2022-12-25,huikang,248,172,EXPERT,281,14,7,119,2.474820143884892,278,17,261,688
2022-12-25,zakopur0,249,52,EXPERT,281,6,4,54,5.405940594059406,101,12,89,546
2022-12-25,kmat2019,250,45,EXPERT,281,7,4,59,5.783333333333333,120,4,116,694
2022-12-25,arezalo,251,391,EXPERT,281,0,1,283,0.5140961857379768,603,0,603,310
2022-12-25,aquatic,252,53,MASTER,280,40,55,190,5.397183098591549,355,15,340,1916
2022-12-25,boliu0,253,19,EXPERT,280,20,12,95,8.901840490797547,163,18,145,1451
2022-12-25,kishalmandal,254,253,EXPERT,280,14,13,182,1.5541871921182266,406,24,382,631
2022-12-25,satyampd,255,376,EXPERT,279,0,2,433,0.6207253886010363,965,21,944,599
2022-12-25,shinomoriaoshi,256,213,EXPERT,278,7,13,166,1.996138996138996,259,12,247,517
2022-12-25,validmodel,257,219,EXPERT,278,11,8,110,1.9391304347826088,230,29,201,446
2022-12-25,rohitsingh9990,258,182,EXPERT,277,15,18,169,2.3587223587223587,407,29,378,960
2022-12-25,gazu468,259,230,EXPERT,275,9,19,92,1.8392857142857144,224,40,184,412
2022-12-25,shariful07,260,240,EXPERT,275,2,3,232,1.7118226600985222,406,20,386,695
2022-12-25,towhidultonmoy,261,277,EXPERT,274,9,10,206,1.2675438596491229,456,39,417,578
2022-12-25,mbalvi75,262,18,EXPERT,272,7,11,106,9.45029239766082,171,0,171,1616
2022-12-25,khahuras,263,165,MASTER,272,35,52,409,2.5740291262135924,824,35,789,2121
2022-12-25,chankhavu,264,176,EXPERT,270,15,19,174,2.38,350,31,319,833
2022-12-25,ourfuture,265,2,EXPERT,269,5,20,63,13.555555555555555,99,1,98,1342
2022-12-25,hamzamnabas,266,313,EXPERT,269,1,12,178,0.9402985074626866,402,50,352,378
2022-12-25,ankanhore545,267,273,EXPERT,268,3,10,188,1.2880434782608696,368,53,315,474
2022-12-25,kalelpark,268,275,EXPERT,268,11,7,198,1.2740112994350283,354,22,332,451
2022-12-25,sandeepgauti,269,370,EXPERT,268,0,1,259,0.6486486486486487,407,1,406,264
2022-12-25,bhuvanchennoju,270,369,EXPERT,266,0,2,647,0.6499176276771005,1214,8,1206,789
2022-12-25,columbia2131,271,28,EXPERT,265,15,6,39,7.253333333333333,75,14,61,544
2022-12-25,bestfitting,272,12,EXPERT,264,16,16,132,10.18846153846154,260,13,247,2649
2022-12-25,phoenix9032,273,204,MASTER,264,30,57,514,2.0531914893617023,1034,77,957,2123
2022-12-25,mamasinkgs,274,86,MASTER,263,26,30,163,4.260869565217392,322,18,304,1372
2022-12-25,dimitreoliveira,275,262,EXPERT,263,18,23,515,1.4220338983050846,1180,62,1118,1678
2022-12-25,kartushovdanil,276,379,EXPERT,263,2,3,354,0.6122137404580152,655,4,651,401
2022-12-25,khsamaha,277,361,EXPERT,262,0,3,651,0.6751854905193735,1213,6,1207,819
2022-12-25,khyeh0719,278,101,EXPERT,262,17,9,123,3.924731182795699,279,24,255,1095
2022-12-25,pietromaldini1,279,269,EXPERT,262,3,9,146,1.3333333333333333,249,17,232,332
2022-12-25,steamedsheep,280,98,EXPERT,261,9,19,103,4.035714285714286,168,6,162,678
2022-12-25,lextoumbourou,281,68,EXPERT,260,10,8,47,4.829787234042553,94,11,83,454
2022-12-25,narsil,282,119,MASTER,259,27,29,159,3.431547619047619,336,32,304,1153
2022-12-25,tkm2261,283,23,EXPERT,258,21,6,47,7.697478991596639,119,19,100,916
2022-12-25,zacchaeus,284,217,EXPERT,258,10,8,131,1.98,250,23,227,495
2022-12-25,stassl,285,66,EXPERT,257,18,21,94,4.941520467836257,171,7,164,845
2022-12-25,tanlikesmath,286,175,MASTER,257,26,31,241,2.408695652173913,575,73,502,1385
2022-12-25,sumandey,287,297,EXPERT,257,9,9,436,1.05359477124183,765,30,735,806
2022-12-25,renokan,288,266,EXPERT,257,4,14,117,1.3745019920318724,251,49,202,345
2022-12-25,kazanova,289,34,GRANDMASTER,256,73,83,438,6.286210892236385,863,43,820,5425
2022-12-25,saurabhshahane,290,199,EXPERT,256,21,11,339,2.078125,576,38,538,1197
2022-12-25,mostafaalaa123,291,246,EXPERT,256,9,16,256,1.6617021276595745,470,46,424,781
2022-12-25,wonduk,292,374,EXPERT,256,1,1,264,0.6238185255198487,529,4,525,330
2022-12-25,carriech,293,366,EXPERT,255,0,1,481,0.661520190023753,842,0,842,557
2022-12-25,sirishks,294,129,EXPERT,254,25,19,183,3.185082872928177,362,37,325,1153
2022-12-25,piantic,295,209,EXPERT,254,18,10,301,2.010152284263959,591,41,550,1188
2022-12-25,rashmibanthia,296,226,EXPERT,253,13,15,166,1.8820224719101124,356,22,334,670
2022-12-25,ddanevskyi,297,31,EXPERT,248,28,24,103,7.055793991416309,233,22,211,1644
2022-12-25,nroman,298,78,MASTER,247,29,31,188,4.488372093023256,344,35,309,1544
2022-12-25,andreshg,299,382,EXPERT,247,0,2,814,0.606318347509113,1646,7,1639,998
2022-12-25,louieshao,300,181,EXPERT,247,8,3,80,2.3657142857142857,175,24,151,414
2022-12-25,summerakousar,301,284,EXPERT,247,2,5,223,1.188087774294671,319,16,303,379
2022-12-25,alisultanov,302,358,EXPERT,247,0,0,288,0.6917960088691796,451,0,451,312
2022-12-25,its7171,303,92,MASTER,246,26,28,162,4.141379310344828,290,15,275,1201
2022-12-25,ayushjain001,304,335,EXPERT,246,2,4,284,0.7981132075471699,530,50,480,423
2022-12-25,stefankahl,305,49,EXPERT,245,19,17,80,5.6118421052631575,152,13,139,853
2022-12-25,stonet2000,306,160,EXPERT,244,11,18,115,2.6816326530612247,245,38,207,657
2022-12-25,yiheng,307,113,MASTER,242,29,30,156,3.603448275862069,406,40,366,1463
2022-12-25,julianmukaj,308,400,EXPERT,241,4,20,119,0.1590106007067137,283,8,275,45
2022-12-25,analokamus,309,21,EXPERT,241,16,10,49,8.305882352941177,85,10,75,706
2022-12-25,mahnazarjmand,310,388,EXPERT,241,1,1,239,0.5711340206185567,485,0,485,277
2022-12-25,ayuraj,311,198,EXPERT,240,17,7,135,2.080246913580247,324,34,290,674
2022-12-25,reighns,312,247,EXPERT,240,19,18,242,1.6417391304347826,575,73,502,944
2022-12-25,iamleonie,313,185,EXPERT,240,10,5,168,2.3421052631578947,228,11,217,534
2022-12-25,aikhmelnytskyy,314,188,EXPERT,238,11,15,138,2.2846715328467155,274,52,222,626
2022-12-25,jcaliz,315,180,EXPERT,237,9,6,67,2.365853658536585,123,16,107,291
2022-12-25,bcruise,316,339,EXPERT,236,1,11,202,0.7912371134020618,388,13,375,307
2022-12-25,ropeonmars,317,258,EXPERT,236,4,6,101,1.4682274247491638,299,23,276,439
2022-12-25,currypurin,318,84,EXPERT,235,12,7,66,4.368421052631579,114,12,102,498
2022-12-25,verracodeguacas,319,286,EXPERT,234,3,15,163,1.1695906432748535,342,17,325,400
2022-12-25,frtgnn,320,207,GRANDMASTER,234,57,21,681,2.0360846121941103,2411,83,2328,4909
2022-12-25,something4kag,321,298,EXPERT,232,3,15,358,1.0520059435364042,673,45,628,708
2022-12-25,conjuring92,322,127,EXPERT,232,5,4,56,3.212121212121212,99,5,94,318
2022-12-25,imeintanis,323,279,EXPERT,232,6,14,285,1.2261904761904765,504,17,487,618
2022-12-25,rajattomar132,324,248,EXPERT,232,5,8,234,1.631578947368421,418,28,390,682
2022-12-25,jonbown,325,340,EXPERT,231,1,2,242,0.7867298578199052,422,16,406,332
2022-12-25,hassanshehzadk,326,294,EXPERT,231,2,3,220,1.0857142857142856,315,11,304,342
2022-12-25,illidan7,327,177,EXPERT,228,10,4,63,2.3768115942028984,138,21,117,328
2022-12-25,bibek777,328,90,MASTER,227,44,43,215,4.150602409638554,498,117,381,2067
2022-12-25,underwearfitting,329,173,EXPERT,227,15,25,215,2.471698113207548,371,7,364,917
2022-12-25,shujun717,330,190,EXPERT,226,13,3,123,2.2698961937716264,289,20,269,656
2022-12-25,siukeitin,331,206,EXPERT,225,3,19,114,2.037037037037037,189,7,182,385
2022-12-25,tarkkaanko,332,311,EXPERT,225,4,2,160,0.9716713881019832,353,17,336,343
2022-12-25,ks2019,333,132,EXPERT,223,15,28,134,3.1434599156118144,237,39,198,745
2022-12-25,vadimtimakin,334,106,EXPERT,223,11,9,95,3.7586206896551726,145,28,117,545
2022-12-25,prashant808,335,390,EXPERT,222,0,0,238,0.5374732334047109,467,0,467,251
2022-12-25,nlztrk,336,141,EXPERT,221,8,11,70,3.015625,128,19,109,386
2022-12-25,yujiariyasu,337,122,EXPERT,220,13,5,70,3.333333333333333,159,11,148,530
2022-12-25,datascientistfp,338,33,EXPERT,220,9,1,55,6.291666666666667,72,10,62,453
2022-12-25,marketneutral,339,214,EXPERT,219,16,24,244,1.9924670433145009,531,52,479,1058
2022-12-25,engrshabir,340,155,EXPERT,219,1,11,113,2.7888888888888888,180,0,180,502
2022-12-25,ammarali32,341,95,EXPERT,217,10,4,100,4.059523809523809,168,12,156,682
2022-12-25,optimo,342,243,EXPERT,216,10,20,245,1.6905829596412556,446,15,431,754
2022-12-25,ankitp013,343,354,EXPERT,216,0,1,613,0.7323340471092077,934,20,914,684
2022-12-25,meetnagadia,344,202,EXPERT,214,9,12,164,2.0646900269541777,371,32,339,766
2022-12-25,bakeryproducts,345,83,EXPERT,213,7,7,56,4.3861386138613865,101,4,97,443
2022-12-25,jonathanbesomi,346,40,EXPERT,213,7,2,53,6.047244094488189,127,16,111,768
2022-12-25,nghihuynh,347,274,EXPERT,213,4,6,89,1.2857142857142858,210,9,201,270
2022-12-25,mithilsalunkhe,348,265,EXPERT,212,8,13,139,1.3779761904761905,336,32,304,463
2022-12-25,yvonnef,349,312,EXPERT,211,5,5,298,0.9672619047619048,672,13,659,650
2022-12-25,sonalisingh1411,350,378,EXPERT,211,1,1,327,0.6143497757847534,669,1,668,411
2022-12-25,ishandutta,351,227,EXPERT,210,14,16,162,1.8602620087336244,458,85,373,852
2022-12-25,melikedilekci,352,398,EXPERT,210,0,0,218,0.3917525773195876,582,0,582,228
2022-12-25,gauravbrills,353,310,EXPERT,209,3,5,175,0.9719887955182072,357,6,351,347
2022-12-25,manabendrarout,354,267,EXPERT,209,7,7,342,1.3682310469314078,554,29,525,758
2022-12-25,olegsidorshin,355,50,EXPERT,209,5,3,44,5.549295774647887,71,7,64,394
2022-12-25,omkargowda,356,305,EXPERT,209,3,1,208,0.9938650306748468,326,5,321,324
2022-12-25,kurupical,357,42,EXPERT,206,12,8,53,5.851485148514851,101,12,89,591
2022-12-25,cid007,358,355,EXPERT,206,0,2,228,0.7289972899728997,369,8,361,269
2022-12-25,batrosjamali,359,54,EXPERT,206,4,9,58,5.373015873015873,126,22,104,677
2022-12-25,jeffsonas,360,289,MASTER,203,12,39,358,1.1291666666666669,1200,135,1065,1355
2022-12-25,ogrellier,361,142,GRANDMASTER,203,60,70,730,3.00684462696783,1461,64,1397,4393
2022-12-25,nikhilmishradev,362,167,EXPERT,203,11,13,140,2.5054151624548737,277,32,245,694
2022-12-25,allunia,363,183,EXPERT,202,9,14,121,2.3490196078431373,255,11,244,599
2022-12-25,selimsef,364,9,EXPERT,202,14,14,76,10.79527559055118,127,6,121,1371
2022-12-25,tvdwiele,365,56,EXPERT,202,15,29,170,5.260223048327138,269,15,254,1415
2022-12-25,oscarm524,366,332,EXPERT,202,1,4,172,0.823728813559322,295,7,288,243
2022-12-25,fankaixie,367,102,EXPERT,202,7,2,47,3.8705882352941177,85,8,77,329
2022-12-25,alincijov,368,397,EXPERT,202,1,10,543,0.433277027027027,1184,22,1162,513
2022-12-25,zvr842,369,321,EXPERT,201,1,8,122,0.8816793893129771,262,31,231,231
2022-12-25,harangdev,370,51,EXPERT,200,10,9,116,5.429245283018868,212,12,200,1151
2022-12-25,datafan07,371,238,EXPERT,200,10,8,221,1.72,425,12,413,731
2022-12-25,vainero,372,395,EXPERT,199,0,0,220,0.4609053497942387,486,0,486,224
2022-12-25,firuzjuraev,373,319,EXPERT,199,1,2,289,0.9080188679245284,424,5,419,385
2022-12-25,xiaowangiiiii,374,193,EXPERT,199,8,6,108,2.193717277486911,191,22,169,419
2022-12-25,drtausamaru,375,171,EXPERT,199,12,15,151,2.476014760147601,271,16,255,671
2022-12-25,cyruskouhyar,376,348,EXPERT,199,1,0,353,0.7534791252485089,503,1,502,379
2022-12-25,superant,377,250,EXPERT,198,9,25,262,1.616949152542373,590,44,546,954
2022-12-25,rishirajacharya,378,184,EXPERT,197,11,7,71,2.346938775510204,147,26,121,345
2022-12-25,shahules,379,272,MASTER,196,23,29,410,1.2977824709609294,947,81,866,1229
2022-12-25,ashwinshetgaonkar,380,334,EXPERT,196,1,5,243,0.7985781990521327,422,5,417,337
2022-12-25,mohidabdulrehman,381,329,EXPERT,196,1,0,195,0.8254545454545454,275,2,273,227
2022-12-25,weka511,382,303,EXPERT,195,2,8,266,1.009861932938856,507,41,466,512
2022-12-25,sytuannguyen,383,256,EXPERT,195,7,16,110,1.4903474903474905,259,29,230,386
2022-12-25,nxrprime,384,260,EXPERT,195,18,27,419,1.4274725274725275,910,82,828,1299
2022-12-25,scirpus,385,187,GRANDMASTER,194,76,113,782,2.294354838709677,1736,164,1572,3983
2022-12-25,solverworld,386,245,EXPERT,194,8,10,113,1.662280701754386,228,26,202,379
2022-12-25,hannes82,387,224,EXPERT,193,4,8,136,1.9057377049180328,244,7,237,465
2022-12-25,gaganmaahi224,388,371,EXPERT,191,0,0,402,0.6400560224089635,714,0,714,457
2022-12-25,adamwurdits,389,162,EXPERT,190,7,5,106,2.651898734177215,158,10,148,419
2022-12-25,ludovicocuoghi,390,375,EXPERT,190,0,1,386,0.6211267605633802,710,0,710,441
2022-12-25,sayedathar11,391,220,EXPERT,189,12,15,163,1.932907348242812,313,68,245,605
2022-12-25,julian3833,392,239,EXPERT,188,9,7,129,1.7132867132867131,286,19,267,490
2022-12-25,manwithaflower,393,271,EXPERT,188,4,9,117,1.3083333333333331,240,39,201,314
2022-12-25,sardorabdirayimov,394,261,EXPERT,188,5,5,165,1.4259927797833936,277,29,248,395
2022-12-25,kwentar,395,124,EXPERT,187,5,4,55,3.302521008403361,119,6,113,393
2022-12-25,bwandowando,396,394,EXPERT,187,0,3,148,0.4835526315789473,304,19,285,147
2022-12-25,aliabdin1,397,333,EXPERT,187,3,7,270,0.8229166666666666,672,15,657,553
2022-12-25,tejasurya,398,325,EXPERT,186,2,0,186,0.845360824742268,291,2,289,246
2022-12-25,mahmoudahmed6,399,292,EXPERT,186,2,6,82,1.112,375,30,345,417
2022-12-25,jtrotman,400,139,MASTER,185,22,32,253,3.0375275938189845,453,41,412,1376
2022-12-26,cdeotte,1,61,GRANDMASTER,9288,391,520,4435,5.056155507559395,8334,235,8099,42138
2022-12-26,hengck23,2,71,GRANDMASTER,5440,420,487,2747,4.775105842506351,5905,580,5325,28197
2022-12-26,mpwolke,3,318,GRANDMASTER,5268,74,110,9598,0.9157855978117933,19011,793,18218,17410
2022-12-26,cpmpml,4,136,GRANDMASTER,4331,449,583,4515,3.0972989564149787,9774,457,9317,30273
2022-12-26,thedevastator,5,285,GRANDMASTER,3779,73,52,2238,1.1793047367351088,4919,144,4775,5801
2022-12-26,ravi20076,6,323,MASTER,3121,23,29,2790,0.863391029220175,5373,48,5325,4639
2022-12-26,ambrosm,7,32,GRANDMASTER,2441,64,56,420,6.852631578947369,665,52,613,4557
2022-12-26,carlmcbrideellis,8,137,GRANDMASTER,2153,102,118,1371,3.08642578125,2048,134,1914,6321
2022-12-26,philippsinger,9,100,GRANDMASTER,2012,146,213,1123,3.937915742793792,2255,59,2196,8880
2022-12-26,dschettler8845,10,111,GRANDMASTER,1901,73,50,500,3.628649635036497,1096,123,973,3977
2022-12-26,remekkinas,11,186,GRANDMASTER,1853,70,32,910,2.326903023983316,1918,78,1840,4463
2022-12-26,vad13irt,12,157,GRANDMASTER,1723,72,36,709,2.737975592246949,1393,101,1292,3814
2022-12-26,usharengaraju,13,91,GRANDMASTER,1674,103,33,879,4.147117296222664,1509,154,1355,6258
2022-12-26,nancyalaswad90,14,307,MASTER,1601,43,10,1127,0.985924713584288,3055,51,3004,3012
2022-12-26,raddar,15,38,GRANDMASTER,1557,106,126,516,6.2312083729781165,1051,68,983,6549
2022-12-26,radek1,16,81,MASTER,1444,55,24,303,4.4138438880706925,679,82,597,2997
2022-12-26,abhishek,17,121,GRANDMASTER,1359,150,149,905,3.418110918544194,2308,270,2038,7889
2022-12-26,theoviel,18,74,GRANDMASTER,1261,82,64,491,4.603881278538813,876,60,816,4033
2022-12-26,gunesevitan,19,105,GRANDMASTER,1253,99,93,669,3.779967159277504,1218,105,1113,4604
2022-12-26,muhammedtausif,20,302,MASTER,1245,19,33,1078,1.0149742629854936,2137,125,2012,2169
2022-12-26,mugentk,21,11,GRANDMASTER,1199,81,51,607,10.35876042908224,839,52,787,8691
2022-12-26,surajjha101,22,296,EXPERT,1100,22,14,1165,1.0656018254420994,1753,16,1737,1868
2022-12-26,lucamassaron,23,108,GRANDMASTER,1086,65,37,476,3.7230255839822015,899,113,786,3347
2022-12-26,ravishah1,24,16,EXPERT,1084,37,12,90,9.601123595505618,178,66,112,1709
2022-12-26,init27,25,114,GRANDMASTER,1080,64,56,492,3.587962962962963,864,111,753,3100
2022-12-26,xhlulu,26,59,GRANDMASTER,1073,74,61,376,5.177615571776156,822,134,688,4256
2022-12-26,lucasmorin,27,169,MASTER,1070,44,56,522,2.495893223819302,974,101,873,2431
2022-12-26,andradaolteanu,28,25,MASTER,1056,41,27,184,7.619318181818182,352,66,286,2682
2022-12-26,awsaf49,29,140,MASTER,1053,41,26,317,3.03475935828877,748,83,665,2270
2022-12-26,ruchi798,30,48,GRANDMASTER,1037,50,39,420,5.708097928436912,531,102,429,3031
2022-12-26,michau96,31,258,MASTER,1022,43,34,729,1.4708640321500337,1493,75,1418,2196
2022-12-26,tilii7,32,112,GRANDMASTER,1017,99,151,973,3.616111111111111,1800,130,1670,6509
2022-12-26,faisaljanjua0555,33,320,EXPERT,1004,4,6,913,0.9030644152595372,1599,51,1548,1444
2022-12-26,kirderf,34,210,GRANDMASTER,995,55,71,491,2.0073409461663947,1226,194,1032,2461
2022-12-26,yasufuminakama,35,35,MASTER,994,41,26,216,6.27,400,26,374,2508
2022-12-26,crained,36,122,GRANDMASTER,982,56,39,436,3.3928182807399345,919,151,768,3118
2022-12-26,crodoc,37,115,MASTER,974,44,17,203,3.5620767494356658,443,62,381,1578
2022-12-26,nejumi,38,26,EXPERT,969,64,31,93,7.610972568578553,401,83,318,3052
2022-12-26,desalegngeb,39,249,MASTER,951,27,37,853,1.6210909090909091,1375,73,1302,2229
2022-12-26,kritidoneria,40,241,MASTER,938,43,40,697,1.7067337948395218,1589,167,1422,2712
2022-12-26,nbroad,41,124,MASTER,931,42,40,306,3.30550621669627,563,62,501,1861
2022-12-26,mragpavank,42,237,GRANDMASTER,918,51,25,656,1.726574500768049,1302,156,1146,2248
2022-12-26,christofhenkel,43,44,GRANDMASTER,910,122,128,515,5.793843283582089,1072,84,988,6211
2022-12-26,haqishen,44,37,MASTER,906,55,36,260,6.233273056057866,553,49,504,3447
2022-12-26,titericz,45,29,GRANDMASTER,901,110,120,526,7.118118118118118,999,58,941,7111
2022-12-26,aerdem4,46,63,GRANDMASTER,892,99,116,444,4.977142857142857,875,66,809,4355
2022-12-26,gogo827jz,47,67,GRANDMASTER,888,68,81,628,4.872471416007036,1137,89,1048,5540
2022-12-26,robikscube,48,135,GRANDMASTER,887,84,65,691,3.1068037974683542,1264,85,1179,3927
